"","play","odk","dn","dist","yds.to.endzone","gn.ls","result","play.type","game","drive","drive.outcome","next.score"
"1792",21,"O",2,-7,8,4,"Penalty","Pass",11,2,NA,NA
"1793",22,"O",2,-11,8,4,"Penalty",NA,11,2,NA,NA
"1794",23,"O",1,4,4,4,"Complete, TD","Pass",11,2,NA,NA
"1795",24,"K",1,10,0,NA,"Good","Extra Pt.",11,2,NA,NA
"1796",25,"K",0,NA,65,NA,NA,"KO",11,NA,NA,NA
"1797",26,"O",1,10,26,10,NA,"Run",11,3,NA,NA
"1798",27,"O",1,10,16,3,NA,"Run",11,3,NA,NA
"1799",28,"O",2,7,13,9,"Complete","Pass",11,3,NA,NA
"1800",29,"O",1,4,4,4,"Rush, TD","Run",11,3,NA,NA
"1801",30,"K",1,10,0,NA,"Good","Extra Pt.",11,3,NA,NA
"1802",31,"K",0,NA,65,NA,NA,"KO",11,NA,NA,NA
"1803",32,"D",1,10,75,8,"Complete","Pass",11,4,NA,NA
"1804",33,"D",2,2,67,1,"Rush","Run",11,4,NA,NA
"1805",34,"D",3,1,66,-1,"Rush","Run",11,4,NA,NA
"1806",35,"K",4,2,67,NA,NA,"Punt Rec",11,4,NA,NA
"1807",36,"O",1,10,75,11,"Complete","Pass",11,5,NA,NA
"1808",37,"O",1,10,64,3,"Complete","Pass",11,5,NA,NA
"1809",38,"O",2,7,61,7,NA,"Run",11,5,NA,NA
"1810",39,"O",1,10,54,19,"Complete","Pass",11,5,NA,NA
"1811",40,"O",1,10,35,8,NA,"Run",11,5,NA,NA
"1812",41,"O",2,2,27,-4,NA,"Run",11,5,NA,NA
"1813",42,"O",3,6,31,6,NA,"Run",11,5,NA,NA
"1814",43,"O",1,10,25,2,NA,"Run",11,5,NA,NA
"1815",44,"O",2,8,23,9,"Complete","Pass",11,5,NA,NA
"1816",45,"O",1,10,14,14,"Complete, TD","Pass",11,5,NA,NA
"1817",46,"K",1,10,0,14,"Good","Extra Pt.",11,5,NA,NA
"1818",47,"K",0,-4,65,3,NA,"KO",11,NA,NA,NA
"1819",48,"D",1,10,87,3,"Rush","Run",11,6,NA,NA
"1820",49,"D",2,7,84,-5,"Penalty","Pass",11,6,NA,NA
"1821",50,"D",2,12,89,0,"Incomplete","Pass",11,6,NA,NA
"1822",51,"D",3,12,89,-5,"Penalty","Pass",11,6,NA,NA
"1823",52,"D",3,17,94,0,"Incomplete","Pass",11,6,NA,NA
"1824",53,"K",4,17,94,0,NA,"Punt Rec",11,6,NA,NA
"1825",54,"O",1,10,40,-9,"Interception","Pass",11,7,NA,NA
"1826",55,"D",1,10,50,-9,"Sack","Pass",11,8,NA,NA
"1827",56,"D",2,19,59,0,"Rush","Run",11,8,NA,NA
"1828",57,"D",3,19,59,13,"Complete","Pass",11,8,NA,NA
"1829",58,"K",4,6,46,4,"Complete","Punt Rec",11,8,NA,NA
"1830",59,"O",1,10,98,4,NA,"Run",11,9,NA,NA
"1831",60,"O",2,6,94,3,NA,"Run",11,9,NA,NA
"1832",61,"O",3,3,91,8,NA,"Run",11,9,NA,NA
"1833",62,"O",1,10,83,7,NA,"Run",11,9,NA,NA
"1834",63,"O",2,3,76,-2,NA,"Run",11,9,NA,NA
"1835",64,"O",3,5,78,17,"Complete","Pass",11,9,NA,NA
"1836",65,"O",1,10,61,-5,"Penalty","Pass",11,9,NA,NA
"1837",66,"O",1,15,66,5,"Complete","Pass",11,9,NA,NA
"1838",67,"O",2,10,61,9,"Complete","Run",11,9,NA,NA
"1839",68,"O",3,1,52,2,NA,"Run",11,9,NA,NA
"1840",69,"O",1,10,50,9,"Complete","Run",11,9,NA,NA
"1841",70,"O",2,1,41,9,"Complete","Pass",11,9,NA,NA
"1842",71,"O",1,10,32,6,NA,"Run",11,9,NA,NA
"1843",72,"O",2,4,26,3,NA,"Run",11,9,NA,NA
"1844",73,"O",3,1,23,4,NA,"Run",11,9,NA,NA
"1845",74,"O",1,10,19,5,NA,"Run",11,9,NA,NA
"1846",75,"O",2,5,14,14,"Complete, TD","Pass",11,9,NA,NA
"1847",76,"K",1,10,0,14,"Good","Extra Pt.",11,9,NA,NA
"1848",77,"K",0,-4,65,2,NA,"KO",11,NA,NA,NA
"1849",78,"D",1,10,50,2,"Complete","Pass",11,10,NA,NA
"1850",79,"D",2,8,48,0,"Incomplete","Pass",11,10,NA,NA
"1851",80,"D",3,8,48,0,"Incomplete","Pass",11,10,NA,NA
"1852",81,"K",4,8,48,-1,"Incomplete","Punt Rec",11,10,NA,NA
"1853",82,"O",1,10,87,-1,NA,"Run",11,11,NA,NA
"1854",83,"K",1,10,88,-5,NA,"KO",11,NA,NA,NA
"1855",84,"D",1,10,88,-5,"Penalty","Pass",11,12,NA,NA
"1856",85,"D",1,15,93,0,"Incomplete","Pass",11,12,NA,NA
"1857",86,"D",2,15,93,8,"Complete","Pass",11,12,NA,NA
"1858",87,"D",3,7,85,25,"Penalty","Pass",11,12,NA,NA
"1859",88,"D",1,10,60,0,"Rush","Run",11,12,NA,NA
"1860",89,"D",2,10,60,6,"Complete","Pass",11,12,NA,NA
"1861",90,"D",3,4,54,9,"Complete","Pass",11,12,NA,NA
"1862",91,"D",1,10,45,0,"Incomplete","Pass",11,12,NA,NA
"1863",92,"D",2,10,45,3,"Rush","Run",11,12,NA,NA
"1864",93,"D",3,7,42,6,"Complete","Pass",11,12,NA,NA
"1865",94,"D",4,1,36,24,"Rush","Run",11,12,NA,NA
"1866",95,"D",1,10,12,0,"Complete","Run",11,12,NA,NA
"1867",96,"D",2,10,12,6,"Complete","Pass",11,12,NA,NA
"1868",97,"D",3,4,6,5,"Rush","Run",11,12,NA,NA
"1869",98,"D",1,1,1,0,"Rush","Run",11,12,NA,NA
"1870",99,"D",2,1,1,1,"Rush, TD","Run",11,12,NA,NA
"1871",100,"K",3,0,1,1,"Good","Extra Pt. Block",11,12,NA,NA
"1872",101,"K",0,-1,65,22,NA,"KO Rec",11,NA,NA,NA
"1873",102,"O",1,10,75,22,"Complete","Pass",11,13,NA,NA
"1874",103,"O",1,10,53,0,NA,"Run",11,13,NA,NA
"1875",104,"O",2,10,53,0,"Incomplete","Pass",11,13,NA,NA
"1876",105,"O",3,10,53,0,"Incomplete","Pass",11,13,NA,NA
"1877",106,"K",4,10,53,7,NA,"Punt",11,13,NA,NA
"1878",107,"D",1,10,99,7,"Complete","Pass",11,14,NA,NA
"1879",108,"D",2,3,92,7,"Rush","Run",11,14,NA,NA
"1880",109,"D",1,10,85,16,"Complete","Pass",11,14,NA,NA
"1881",110,"D",1,10,69,2,"Rush","Run",11,14,NA,NA
"1882",111,"D",2,8,67,4,"Complete","Pass",11,14,NA,NA
"1883",112,"D",3,4,63,13,"Complete","Pass",11,14,NA,NA
"1884",113,"D",1,10,50,0,"Incomplete","Pass",11,14,NA,NA
"1885",114,"D",2,10,50,0,"Rush","Run",11,14,NA,NA
"1886",115,"D",3,10,50,0,"Incomplete","Pass",11,14,NA,NA
"1887",116,"K",4,10,50,5,"Complete","Punt Rec",11,14,NA,NA
"1888",117,"O",1,10,80,5,"Complete","Pass",11,15,NA,NA
"1889",118,"O",2,5,75,1,NA,"Run",11,15,NA,NA
"1890",119,"O",3,4,74,0,"Incomplete","Pass",11,15,NA,NA
"1891",120,"K",4,4,74,8,NA,"Punt",11,15,NA,NA
"1892",121,"D",1,10,68,8,"Rush","Run",11,16,NA,NA
"1893",122,"D",2,2,60,-8,"Penalty","Pass",11,16,NA,NA
"1894",123,"D",2,10,68,0,"Incomplete","Pass",11,16,NA,NA
"1895",124,"D",3,10,68,5,"Scramble","Pass",11,16,NA,NA
"1896",125,"K",4,5,63,1,NA,"Punt Rec",11,16,NA,NA
"1897",126,"O",1,10,72,1,NA,"Run",11,17,NA,NA
"1898",127,"O",2,9,71,5,NA,"Run",11,17,NA,NA
"1899",128,"O",3,4,66,12,NA,"Run",11,17,NA,NA
"1900",129,"O",1,10,54,0,NA,"Run",11,17,NA,NA
"1901",130,"O",2,10,54,54,"Rush, TD","Run",11,17,NA,NA
"1902",131,"K",1,10,0,54,"Good","Extra Pt.",11,17,NA,NA
"1903",132,"K",0,-44,65,9,NA,"KO",11,NA,NA,NA
"1904",133,"D",1,10,75,9,"Complete","Pass",11,18,NA,NA
"1905",134,"D",2,1,66,0,"Incomplete","Pass",11,18,NA,NA
"1906",135,"D",3,1,66,0,"Interception, Def TD","Pass",11,18,NA,NA
"1907",136,"K",0,1,3,NA,"Good","Extra Pt.",11,18,NA,NA
"1908",137,"K",0,NA,65,9,NA,"KO",11,NA,NA,NA
"1909",138,"D",1,10,75,9,"Complete","Pass",11,19,NA,NA
"1910",139,"D",2,1,66,14,"Rush","Run",11,19,NA,NA
"1911",140,"D",1,10,52,NA,"Interception","Pass",11,19,NA,NA
"1912",141,"O",1,10,68,3,NA,"Run",11,20,NA,NA
"1913",142,"O",2,7,65,16,NA,"Run",11,20,NA,NA
"1914",143,"O",1,10,49,1,NA,"Run",11,20,NA,NA
"1915",144,"O",2,9,48,27,"Complete","Pass",11,20,NA,NA
"1916",145,"O",1,10,21,3,NA,"Run",11,20,NA,NA
"1917",146,"O",2,7,18,0,"Incomplete","Pass",11,20,NA,NA
"1918",147,"O",3,7,18,0,"Incomplete","Pass",11,20,NA,NA
"1919",148,"K",4,7,18,0,"Good","FG",11,20,NA,NA
"1920",149,"K",1,10,75,14,NA,"KO",11,NA,NA,NA
"1921",150,"D",1,10,75,14,"Complete","Pass",11,21,NA,NA
"1922",151,"D",1,10,61,3,"Rush","Run",11,21,NA,NA
"1923",152,"D",2,7,58,-5,"Penalty","Pass",11,21,NA,NA
"1924",153,"D",2,12,63,NA,"Interception","Pass",11,21,NA,NA
"1925",154,"O",1,15,45,3,NA,"Run",11,22,NA,NA
"1926",155,"O",2,12,42,1,NA,"Run",11,22,NA,NA
"1927",156,"O",3,11,41,1,NA,"Run",11,22,NA,NA
"1928",157,"K",4,10,40,2,NA,"Punt",11,22,NA,NA
"1929",158,"D",1,10,88,2,"Rush","Run",11,23,NA,NA
"1930",159,"D",2,8,86,0,"Rush","Run",11,23,NA,NA
"1931",160,"D",3,8,86,10,"Complete","Pass",11,23,NA,NA
"1932",161,"D",1,10,76,1,"Rush","Run",11,23,NA,NA
"1933",162,"D",2,9,75,2,"Rush","Run",11,23,NA,NA
"1934",163,"D",3,7,73,3,"Rush","Run",11,23,NA,NA
"1935",164,"O",4,4,70,NA,NA,NA,11,24,NA,NA
"1936",165,"O",NA,NA,NA,NA,NA,NA,11,24,NA,NA
"1937",1,"K",NA,NA,NA,NA,NA,"KO",12,NA,NA,NA
"1938",2,"D",1,10,75,1,"Rush","Run",12,1,NA,NA
"1939",3,"D",2,9,74,6,"Rush","Run",12,1,NA,NA
"1940",4,"D",3,3,68,-5,"Penalty","Pass",12,1,NA,NA
"1941",5,"D",3,8,73,2,"Scramble","Run",12,1,NA,NA
"1942",6,"K",4,6,72,NA,NA,"Punt Rec",12,1,NA,NA
"1943",7,"O",1,10,89,2,NA,"Run",12,2,NA,NA
"1944",8,"O",2,8,87,2,NA,"Run",12,2,NA,NA
"1945",9,"O",3,6,85,-5,"Penalty",NA,12,2,NA,NA
"1946",10,"O",3,11,90,NA,"Incomplete","Pass",12,2,NA,NA
"1947",11,"K",4,NA,90,NA,NA,"Punt",12,2,NA,NA
"1948",12,"D",1,10,58,6,"Complete","Pass",12,3,NA,NA
"1949",13,"D",2,4,52,6,"Complete","Pass",12,3,NA,NA
"1950",14,"D",1,10,46,13,"Complete","Pass",12,3,NA,NA
"1951",15,"D",1,10,33,6,"Rush","Run",12,3,NA,NA
"1952",16,"D",2,4,27,2,"Rush","Run",12,3,NA,NA
"1953",17,"D",3,2,25,-3,"Rush","Run",12,3,NA,NA
"1954",18,"K",4,5,27,NA,NA,"FG Block",12,3,NA,NA
"1955",19,"O",1,10,73,4,NA,"Run",12,4,NA,NA
"1956",20,"O",2,6,69,2,NA,"Run",12,4,NA,NA
"1957",21,"O",3,4,67,0,"Timeout",NA,12,4,NA,NA
"1958",22,"O",3,4,67,8,"Complete","Pass",12,4,NA,NA
"1959",23,"O",1,10,59,6,NA,"Run",12,4,NA,NA
"1960",24,"O",2,4,53,3,NA,"Run",12,4,NA,NA
"1961",25,"O",3,1,50,3,NA,"Run",12,4,NA,NA
"1962",26,"O",1,10,47,47,"Complete, TD","Pass",12,4,NA,NA
"1963",27,"K",0,-37,3,NA,NA,"Extra Pt.",12,4,NA,NA
"1964",28,"K",0,NA,65,NA,NA,"KO",12,NA,NA,NA
"1965",29,"D",1,10,70,0,"Rush","Run",12,5,NA,NA
"1966",30,"D",2,10,70,12,"Scramble","Pass",12,5,NA,NA
"1967",31,"D",1,10,58,6,"Rush","Run",12,5,NA,NA
"1968",32,"D",2,4,52,1,"Rush","Run",12,5,NA,NA
"1969",33,"D",3,3,51,23,"Rush","Run",12,5,NA,NA
"1970",34,"D",1,10,28,4,"Rush","Run",12,5,NA,NA
"1971",35,"D",2,6,24,6,"Complete","Pass",12,5,NA,NA
"1972",36,"D",1,10,18,13,"Rush","Run",12,5,NA,NA
"1973",37,"D",1,5,5,3,"Rush","Run",12,5,NA,NA
"1974",38,"D",2,2,2,NA,"Complete, TD","Pass",12,5,NA,NA
"1975",39,"K",0,NA,3,NA,NA,"FG Block",12,5,NA,NA
"1976",40,"K",0,NA,65,NA,NA,"KO Rec",12,NA,NA,NA
"1977",41,"O",1,10,71,0,"Incomplete","Pass",12,6,NA,NA
"1978",42,"O",2,10,71,0,"Incomplete","Pass",12,6,NA,NA
"1979",43,"O",3,10,71,NA,"Incomplete","Pass",12,6,NA,NA
"1980",44,"K",4,NA,71,NA,NA,"Punt",12,6,NA,NA
"1981",45,"D",1,10,65,10,"Complete","Pass",12,7,NA,NA
"1982",46,"D",1,10,55,7,"Rush","Run",12,7,NA,NA
"1983",47,"D",2,3,48,20,"Complete","Pass",12,7,NA,NA
"1984",48,"D",1,10,28,3,"Rush","Run",12,7,NA,NA
"1985",49,"D",2,7,25,-7,"Rush","Run",12,7,NA,NA
"1986",50,"D",3,14,32,7,"Complete","Pass",12,7,NA,NA
"1987",51,"D",4,7,25,0,"Incomplete","Pass",12,7,NA,NA
"1988",52,"O",1,10,75,-11,"Penalty","Run",12,8,NA,NA
"1989",53,"O",1,21,86,-5,"Penalty","Pass",12,8,NA,NA
"1990",54,"O",1,26,91,NA,"Sack, Fumble","Pass",12,8,NA,NA
"1991",55,"D",1,2,2,0,"Rush","Run",12,9,NA,NA
"1992",56,"D",2,2,2,1,"Rush","Run",12,9,NA,NA
"1993",57,"D",3,1,1,NA,"Rush, TD","Run",12,9,NA,NA
"1994",58,"K",0,NA,3,NA,NA,"FG Block",12,9,NA,NA
"1995",59,"K",0,NA,65,NA,NA,"KO Rec",12,NA,NA,NA
"1996",60,"O",1,10,74,2,NA,"Run",12,10,NA,NA
"1997",61,"O",2,8,72,0,"Incomplete","Pass",12,10,NA,NA
"1998",62,"O",3,8,72,NA,"Complete","Pass",12,10,NA,NA
"1999",63,"K",4,NA,65,NA,NA,"Punt",12,10,NA,NA
"2000",64,"D",1,10,68,8,"Complete","Pass",12,11,NA,NA
"2001",65,"D",2,2,60,4,"Rush","Run",12,11,NA,NA
"2002",66,"D",1,10,56,-10,"Penalty","Pass",12,11,NA,NA
"2003",67,"D",1,20,66,9,"Rush","Run",12,11,NA,NA
"2004",68,"D",2,11,57,0,"Incomplete","Pass",12,11,NA,NA
"2005",69,"D",3,11,57,0,"Incomplete","Pass",12,11,NA,NA
"2006",70,"K",4,11,57,NA,NA,"Punt Rec",12,11,NA,NA
"2007",71,"O",1,10,69,0,"Complete","Pass",12,12,NA,NA
"2008",72,"O",2,10,69,2,NA,"Run",12,12,NA,NA
"2009",73,"O",3,8,67,10,"Complete","Pass",12,12,NA,NA
"2010",74,"O",1,10,57,-5,"Penalty",NA,12,12,NA,NA
"2011",75,"O",1,15,62,0,"Incomplete","Pass",12,12,NA,NA
"2012",76,"O",2,15,62,-1,NA,"Run",12,12,NA,NA
"2013",77,"O",3,16,63,6,NA,"Run",12,12,NA,NA
"2014",78,"K",4,10,57,NA,NA,"KO Rec",12,NA,NA,NA
"2015",79,"O",1,10,75,1,NA,"Run",12,13,NA,NA
"2016",80,"O",2,9,74,6,"Complete","Pass",12,13,NA,NA
"2017",81,"O",3,3,68,0,"Incomplete","Pass",12,13,NA,NA
"2018",82,"K",4,3,68,NA,NA,"Punt",12,13,NA,NA
"2019",83,"D",1,10,73,5,"Scramble","Pass",12,14,NA,NA
"2020",84,"D",2,5,68,-2,"Rush","Run",12,14,NA,NA
"2021",85,"D",3,7,70,0,"Incomplete","Pass",12,14,NA,NA
"2022",86,"D",4,7,70,NA,"Timeout",NA,12,14,NA,NA
"2023",87,"K",NA,NA,NA,NA,NA,"Punt Rec",12,14,NA,NA
"2024",88,"O",1,10,66,0,"Incomplete","Pass",12,15,NA,NA
"2025",89,"O",2,10,66,4,NA,"Run",12,15,NA,NA
"2026",90,"O",3,6,62,1,NA,"Run",12,15,NA,NA
"2027",91,"K",4,5,60,NA,NA,"Punt",12,15,NA,NA
"2028",92,"D",1,10,84,2,"Scramble","Pass",12,16,NA,NA
"2029",93,"D",2,8,82,-10,"Sack","Pass",12,16,NA,NA
"2030",94,"D",3,18,92,1,"Rush","Run",12,16,NA,NA
"2031",95,"K",4,17,89,NA,NA,"Punt Rec",12,16,NA,NA
"2032",96,"O",1,10,51,1,NA,"Run",12,17,NA,NA
"2033",97,"O",2,9,50,1,"Complete","Pass",12,17,NA,NA
"2034",98,"O",3,8,49,NA,"Scramble","Pass",12,17,NA,NA
"2035",99,"K",4,NA,48,NA,NA,"Punt",12,17,NA,NA
"2036",100,"D",1,10,95,6,"Rush","Run",12,18,NA,NA
"2037",101,"D",2,4,89,2,"Rush","Run",12,18,NA,NA
"2038",102,"D",3,2,87,-1,"Rush","Run",12,18,NA,NA
"2039",103,"K",4,3,86,NA,NA,"Punt Rec",12,18,NA,NA
"2040",104,"O",1,10,46,1,NA,"Run",12,19,NA,NA
"2041",105,"O",2,9,45,2,"Complete","Pass",12,19,NA,NA
"2042",106,"O",3,7,43,NA,"Sack, Fumble","Pass",12,19,NA,NA
"2043",107,"D",1,10,41,-5,"Penalty","Run",12,20,NA,NA
"2044",108,"D",1,15,46,10,"Complete","Pass",12,20,NA,NA
"2045",109,"D",2,5,36,1,"Rush","Run",12,20,NA,NA
"2046",110,"D",3,4,35,18,"Complete","Pass",12,20,NA,NA
"2047",111,"D",1,10,17,9,"Rush","Run",12,20,NA,NA
"2048",112,"D",2,1,8,8,"Rush, TD","Run",12,20,NA,NA
"2049",113,"K",0,-7,3,NA,NA,"Extra Pt. Block",12,20,NA,NA
"2050",114,"K",0,NA,65,NA,NA,"KO Rec",12,NA,NA,NA
"2051",115,"O",1,10,70,12,NA,"Run",12,21,NA,NA
"2052",116,"O",1,10,58,3,NA,"Run",12,21,NA,NA
"2053",117,"O",2,7,55,3,NA,"Run",12,21,NA,NA
"2054",118,"O",3,4,52,0,"Incomplete","Pass",12,21,NA,NA
"2055",119,"K",4,4,52,NA,NA,"Punt",12,21,NA,NA
"2056",120,"D",1,10,90,15,"Incomplete","Pass",12,22,NA,NA
"2057",121,"D",1,10,75,62,"Rush","Run",12,22,NA,NA
"2058",122,"D",1,10,13,-10,"Penalty","Run",12,22,NA,NA
"2059",123,"D",1,20,23,1,"Rush","Run",12,22,NA,NA
"2060",124,"D",2,19,22,8,NA,"Pass",12,22,NA,NA
"2061",125,"D",3,11,14,8,"Complete","Pass",12,22,NA,NA
"2062",126,"K",4,3,8,NA,NA,"FG Block",12,22,NA,NA
"2063",127,"O",1,10,81,1,NA,"Run",12,23,NA,NA
"2064",128,"O",2,9,80,19,"Complete","Pass",12,23,NA,NA
"2065",129,"O",1,10,61,1,NA,"Run",12,23,NA,NA
"2066",130,"O",2,9,60,-14,"Penalty","Pass",12,23,NA,NA
"2067",131,"O",2,23,74,8,NA,"Run",12,23,NA,NA
"2068",132,"O",3,15,66,2,"Complete","Pass",12,23,NA,NA
"2069",133,"K",4,13,64,NA,NA,"Punt",12,23,NA,NA
"2070",134,"D",1,10,76,4,"Scramble","Pass",12,24,NA,NA
"2071",135,"D",2,6,72,72,"Rush, TD","Run",12,24,NA,NA
"2072",136,"K",0,-66,3,NA,NA,"Extra Pt. Block",12,24,NA,NA
"2073",137,"K",0,NA,65,NA,NA,"KO Rec",12,NA,NA,NA
"2074",138,"O",1,10,82,3,NA,"Run",12,25,NA,NA
"2075",139,"O",2,7,79,1,"Complete","Pass",12,25,NA,NA
"2076",140,"O",3,6,78,0,"Incomplete","Pass",12,25,NA,NA
"2077",141,"K",4,6,78,NA,NA,"Punt",12,25,NA,NA
"2078",142,"D",1,10,41,2,"Rush","Run",12,26,NA,NA
"2079",143,"D",2,8,39,5,"Rush","Run",12,26,NA,NA
"2080",144,"D",3,3,34,18,"Rush","Run",12,26,NA,NA
"2081",145,"D",1,10,16,7,"Rush","Run",12,26,NA,NA
"2082",146,"D",1,10,12,NA,NA,NA,12,26,NA,NA
