"","play","odk","dn","dist","yds.to.endzone","gn.ls","result","play.type","game","drive","drive.outcome","next.score"
"1028",137,"K",4,6,44,NA,NA,"Punt",6,17,NA,NA
"1029",138,"D",1,10,80,2,"Rush","Run",6,18,NA,NA
"1030",139,"D",2,8,78,18,"Rush","Run",6,18,NA,NA
"1031",140,"D",1,10,60,2,"Rush","Run",6,18,NA,NA
"1032",141,"D",2,8,58,3,"Rush","Run",6,18,NA,NA
"1033",142,"D",3,5,55,5,"Penalty","Pass",6,18,NA,NA
"1034",143,"D",1,10,50,0,"Incomplete","Pass",6,18,NA,NA
"1035",144,"D",2,10,50,-1,"Rush","Run",6,18,NA,NA
"1036",145,"D",3,11,51,-4,"Complete","Pass",6,18,NA,NA
"1037",146,"K",4,15,55,NA,NA,"Punt Rec",6,18,NA,NA
"1038",147,"O",1,10,61,0,"Incomplete","Pass",6,19,NA,NA
"1039",148,"O",2,10,61,-2,NA,"Run",6,19,NA,NA
"1040",149,"O",3,12,63,0,"Dropped","Pass",6,19,NA,NA
"1041",150,"K",4,12,63,NA,NA,"Punt",6,19,NA,NA
"1042",151,"D",1,10,83,-3,"Rush","Run",6,20,NA,NA
"1043",152,"D",2,13,86,0,"Incomplete","Pass",6,20,NA,NA
"1044",153,"D",3,13,86,15,"Complete","Pass",6,20,NA,NA
"1045",154,"D",1,10,71,0,"Incomplete","Pass",6,20,NA,NA
"1046",155,"D",2,10,71,2,"Rush","Run",6,20,NA,NA
"1047",156,"D",3,8,69,0,"Incomplete","Pass",6,20,NA,NA
"1048",157,"K",4,8,69,NA,"Penalty","Punt Rec",6,20,NA,NA
"1049",158,"O",1,10,83,7,NA,"Run",6,21,NA,NA
"1050",159,"O",2,3,76,11,NA,"Run",6,21,NA,NA
"1051",160,"O",1,10,65,3,NA,"Run",6,21,NA,NA
"1052",161,"O",2,7,62,5,NA,"Run",6,21,NA,NA
"1053",162,"O",3,2,57,2,NA,"Run",6,21,NA,NA
"1054",163,"O",1,10,55,0,"Incomplete","Pass",6,21,NA,NA
"1055",164,"O",2,10,55,0,"Incomplete","Pass",6,21,NA,NA
"1056",165,"O",3,10,55,17,"Complete","Pass",6,21,NA,NA
"1057",166,"O",1,10,38,10,NA,"Run",6,21,NA,NA
"1058",167,"O",1,10,28,6,NA,"Run",6,21,NA,NA
"1059",168,"O",2,4,22,0,"Incomplete","Pass",6,21,NA,NA
"1060",169,"O",3,4,22,7,NA,"Run",6,21,NA,NA
"1061",170,"O",1,10,15,10,"Complete","Pass",6,21,NA,NA
"1062",171,"O",1,5,5,2,NA,"Run",6,21,NA,NA
"1063",172,"O",2,3,3,-5,"Penalty",NA,6,21,NA,NA
"1064",173,"O",2,8,8,-2,NA,"Run",6,21,NA,NA
"1065",174,"O",3,10,10,10,"Complete, TD","Pass",6,21,NA,NA
"1066",175,"K",0,0,3,NA,"Good","Extra Pt.",6,21,NA,NA
"1067",176,"K",0,NA,65,NA,"Penalty","KO",6,NA,NA,NA
"1068",177,"D",1,10,65,0,"Incomplete","Pass",6,22,NA,NA
"1069",178,"D",2,10,65,10,"Complete","Pass",6,22,NA,NA
"1070",179,"D",1,10,55,5,"Complete","Pass",6,22,NA,NA
"1071",180,"D",2,5,50,3,"Complete","Pass",6,22,NA,NA
"1072",181,"D",3,2,47,1,"Complete","Pass",6,22,NA,NA
"1073",182,"D",4,1,46,6,"Complete","Pass",6,22,NA,NA
"1074",183,"D",1,10,40,NA,"Interception","Pass",6,22,NA,NA
"1075",184,"O",1,10,78,-1,NA,"Run",6,23,NA,NA
"1076",1,"K",NA,NA,60,NA,"Touchback","KO",7,NA,NA,NA
"1077",2,"D",1,10,75,4,"Complete","Pass",7,1,NA,NA
"1078",3,"D",2,6,71,5,"Complete","Pass",7,1,NA,NA
"1079",4,"D",3,1,66,-2,"Rush","Run",7,1,NA,NA
"1080",5,"K",4,3,68,42,NA,"Punt Rec",7,1,NA,NA
"1081",6,"O",1,10,26,-11,"Fumble",NA,7,2,NA,NA
"1082",7,"O",2,21,37,10,"Complete","Pass",7,2,NA,NA
"1083",8,"O",3,11,27,-10,"Sack","Pass",7,2,NA,NA
"1084",9,"K",4,21,37,NA,"Fumble","Punt",7,2,NA,NA
"1085",10,"D",1,10,75,0,"Incomplete","Pass",7,3,NA,NA
"1086",11,"D",2,10,75,5,"Scramble","Run",7,3,NA,NA
"1087",12,"D",3,5,70,15,"Complete","Pass",7,3,NA,NA
"1088",13,"D",1,10,55,13,"Rush","Run",7,3,NA,NA
"1089",14,"D",1,10,42,2,"Rush","Run",7,3,NA,NA
"1090",15,"D",2,8,40,6,"Rush","Run",7,3,NA,NA
"1091",16,"D",3,2,34,19,"Rush","Run",7,3,NA,NA
"1092",17,"D",1,10,15,0,"Incomplete","Pass",7,3,NA,NA
"1093",18,"D",2,10,15,3,"Complete","Pass",7,3,NA,NA
"1094",19,"D",3,7,12,0,"Incomplete","Pass",7,3,NA,NA
"1095",20,"K",4,7,12,NA,"Block","FG Block",7,3,NA,NA
"1096",21,"O",1,10,68,1,NA,"Run",7,4,NA,NA
"1097",22,"O",2,9,67,13,NA,"Run",7,4,NA,NA
"1098",23,"O",1,10,54,0,"Incomplete","Pass",7,4,NA,NA
"1099",24,"O",2,10,54,0,"Incomplete","Pass",7,4,NA,NA
"1100",25,"O",3,10,54,0,"Incomplete","Pass",7,4,NA,NA
"1101",26,"K",4,10,54,44,"Downed","Punt",7,4,NA,NA
"1102",27,"D",1,10,90,1,"Rush","Run",7,5,NA,NA
"1103",28,"D",2,9,89,0,"Incomplete","Pass",7,5,NA,NA
"1104",29,"D",3,9,89,24,"Complete","Pass",7,5,NA,NA
"1105",30,"D",1,10,65,6,"Rush","Run",7,5,NA,NA
"1106",31,"D",2,4,59,4,"Complete","Pass",7,5,NA,NA
"1107",32,"D",1,10,55,0,"Incomplete","Pass",7,5,NA,NA
"1108",33,"D",2,10,55,21,"Complete","Pass",7,5,NA,NA
"1109",34,"D",1,10,34,0,"Rush","Run",7,5,NA,NA
"1110",35,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA
"1111",36,"D",2,NA,34,0,"Incomplete","Pass",7,5,NA,NA
"1112",37,"D",3,NA,34,0,"Incomplete","Pass",7,5,NA,NA
"1113",38,"K",4,NA,34,NA,"Downed","Punt Rec",7,5,NA,NA
"1114",39,"O",1,10,98,1,NA,"Run",7,6,NA,NA
"1115",40,"O",2,9,97,0,"Incomplete","Pass",7,6,NA,NA
"1116",41,"O",3,9,97,1,NA,"Run",7,6,NA,NA
"1117",42,"K",4,8,96,0,"Tipped","Punt",7,6,NA,NA
"1118",43,"D",1,10,35,3,"Complete","Pass",7,7,NA,NA
"1119",44,"D",2,7,32,7,"Complete","Pass",7,7,NA,NA
"1120",45,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA
"1121",46,"D",1,10,25,-1,"Complete","Pass",7,7,NA,NA
"1122",47,"D",2,11,26,5,"Complete","Pass",7,7,NA,NA
"1123",48,"D",3,6,21,0,"Incomplete","Pass",7,7,NA,NA
"1124",49,"D",4,6,21,2,"Complete","Pass",7,7,NA,NA
"1125",50,"O",1,10,82,3,"Complete","Pass",7,8,NA,NA
"1126",51,"O",2,7,79,2,NA,"Run",7,8,NA,NA
"1127",52,"O",3,5,77,2,"Scramble","Pass",7,8,NA,NA
"1128",53,"K",4,3,75,42,"Out of Bounds","Punt",7,8,NA,NA
"1129",54,"D",1,10,32,15,"Complete","Pass",7,9,NA,NA
"1130",55,"D",1,10,17,-4,"Rush","Run",7,9,NA,NA
"1131",56,"D",2,14,21,10,"Complete","Pass",7,9,NA,NA
"1132",57,"D",3,4,11,0,"Incomplete","Pass",7,9,NA,NA
"1133",58,"K",4,4,11,NA,NA,"Punt Rec",7,9,NA,NA
"1134",59,"O",1,10,82,0,NA,"Run",7,10,NA,NA
"1135",60,"O",2,10,82,0,"Incomplete","Pass",7,10,NA,NA
"1136",61,"O",3,10,82,12,"Complete","Pass",7,10,NA,NA
"1137",62,"O",1,10,70,1,NA,"Run",7,10,NA,NA
"1138",63,"O",2,9,69,4,"Complete","Pass",7,10,NA,NA
"1139",64,"O",3,5,65,-1,"Sack","Pass",7,10,NA,NA
"1140",65,"K",4,6,66,NA,NA,"Punt",7,10,NA,NA
"1141",66,"D",1,10,50,7,"Rush","Run",7,11,NA,NA
"1142",67,"D",2,3,43,1,"Fumble","Run",7,11,NA,NA
"1143",68,"D",3,2,42,1,"Complete","Pass",7,11,NA,NA
"1144",69,"D",4,1,41,41,"Complete, TD","Pass",7,11,NA,NA
"1145",70,"K",1,10,0,NA,"Good","Extra Pt. Block",7,11,NA,NA
"1146",71,"K",0,NA,60,NA,NA,"KO Rec",7,NA,NA,NA
"1147",72,NA,NA,NA,NA,NA,NA,NA,7,12,NA,NA
"1148",73,"O",1,10,77,2,NA,"Run",7,12,NA,NA
"1149",74,"O",2,8,75,10,"Penalty","Pass",7,12,NA,NA
"1150",75,"O",1,10,65,7,NA,"Run",7,12,NA,NA
"1151",76,"O",2,3,58,0,"Incomplete","Pass",7,12,NA,NA
"1152",77,"O",3,3,58,0,"Incomplete","Pass",7,12,NA,NA
"1153",78,"K",4,3,58,0,"Downed","Punt",7,12,NA,NA
"1154",79,"D",1,10,85,1,"Rush","Run",7,13,NA,NA
"1155",80,"D",2,9,84,9,"Rush","Run",7,13,NA,NA
"1156",81,"K",1,10,75,NA,NA,"KO Rec",7,NA,NA,NA
"1157",82,"O",1,10,67,17,NA,"Run",7,14,NA,NA
"1158",83,"O",1,10,50,7,"Complete","Pass",7,14,NA,NA
"1159",84,"O",2,3,43,0,NA,"Run",7,14,NA,NA
"1160",85,"O",3,3,43,0,"Incomplete","Pass",7,14,NA,NA
"1161",86,"K",4,3,43,NA,NA,"Punt",7,14,NA,NA
"1162",87,"D",1,10,91,15,"Complete","Pass",7,15,NA,NA
"1163",88,"D",1,10,76,-2,"Rush","Run",7,15,NA,NA
"1164",89,"D",2,12,78,-8,"Sack","Pass",7,15,NA,NA
"1165",90,"D",3,20,86,-4,"Sack","Pass",7,15,NA,NA
"1166",91,"K",4,24,86,NA,NA,"Punt Rec",7,15,NA,NA
"1167",92,"O",1,10,47,-5,"Penalty",NA,7,16,NA,NA
"1168",93,"O",1,15,52,0,"Incomplete","Pass",7,16,NA,NA
"1169",94,"O",2,15,52,11,"Penalty","Pass",7,16,NA,NA
"1170",95,"O",1,10,41,9,NA,"Run",7,16,NA,NA
"1171",96,"O",2,1,32,-10,"Penalty","Pass",7,16,NA,NA
"1172",97,"O",2,11,42,15,"Complete","Pass",7,16,NA,NA
"1173",98,"O",1,10,27,-3,NA,"Run",7,16,NA,NA
"1174",99,"O",2,13,30,14,"Complete","Pass",7,16,NA,NA
"1175",100,"O",1,10,16,3,NA,"Run",7,16,NA,NA
"1176",101,"O",2,7,13,-2,NA,"Run",7,16,NA,NA
"1177",102,"O",3,9,15,0,"Incomplete","Pass",7,16,NA,NA
"1178",103,"K",4,9,15,NA,"Good","FG",7,16,NA,NA
"1179",104,"K",0,NA,60,NA,NA,"KO",7,NA,NA,NA
"1180",105,"D",1,10,88,0,"Incomplete","Pass",7,17,NA,NA
"1181",106,"D",2,10,88,0,"Incomplete","Pass",7,17,NA,NA
"1182",107,"D",3,10,88,0,"Incomplete","Pass",7,17,NA,NA
"1183",108,"K",4,10,88,NA,NA,"Punt Rec",7,17,NA,NA
"1184",109,"O",1,10,65,3,NA,"Run",7,18,NA,NA
"1185",110,"O",2,7,62,1,"Scramble","Pass",7,18,NA,NA
"1186",111,"O",3,6,61,0,"Incomplete","Pass",7,18,NA,NA
"1187",112,"K",4,6,61,NA,NA,"Punt",7,18,NA,NA
"1188",113,"D",1,10,77,-2,"Rush","Run",7,19,NA,NA
"1189",114,"D",2,12,79,0,"Incomplete","Pass",7,19,NA,NA
"1190",115,"D",3,12,79,0,"Incomplete","Pass",7,19,NA,NA
"1191",116,"K",4,12,79,NA,NA,"Punt Rec",7,19,NA,NA
"1192",117,"O",1,10,48,3,NA,"Run",7,20,NA,NA
"1193",118,"O",2,7,45,4,NA,"Run",7,20,NA,NA
"1194",119,"O",3,3,41,NA,"Interception","Pass",7,20,NA,NA
"1195",120,"D",1,10,65,3,"Complete","Pass",7,21,NA,NA
"1196",121,"D",2,7,62,2,"Complete","Pass",7,21,NA,NA
"1197",122,"D",3,5,60,6,"Complete","Pass",7,21,NA,NA
"1198",123,NA,1,10,54,NA,NA,NA,7,21,NA,NA
"1199",124,"D",1,10,54,0,"Rush","Run",7,21,NA,NA
"1200",125,"D",2,10,54,0,"Incomplete","Pass",7,21,NA,NA
"1201",126,"D",3,10,54,-4,"Complete","Pass",7,21,NA,NA
"1202",127,"K",4,14,58,NA,NA,"Punt Rec",7,21,NA,NA
"1203",128,"O",1,10,73,1,NA,"Run",7,22,NA,NA
"1204",129,"O",NA,NA,NA,-5,"Penalty",NA,7,22,NA,NA
"1205",130,"O",2,NA,77,0,"Incomplete","Pass",7,22,NA,NA
"1206",131,"O",3,NA,77,19,"Complete","Pass",7,22,NA,NA
"1207",132,"O",1,10,58,33,NA,"Run",7,22,NA,NA
"1208",133,"O",1,10,25,12,NA,"Run",7,22,NA,NA
"1209",134,"O",1,10,13,0,"Incomplete","Pass",7,22,NA,NA
"1210",135,"O",2,10,13,6,NA,"Run",7,22,NA,NA
"1211",136,"O",3,4,7,-5,"Sack","Pass",7,22,NA,NA
"1212",137,"K",4,9,12,NA,"Good","FG",7,22,NA,NA
"1213",138,"K",0,NA,60,NA,NA,"KO",7,NA,NA,NA
"1214",139,"D",1,10,75,-2,"Rush","Run",7,23,NA,NA
"1215",140,"D",2,12,77,0,"Incomplete","Pass",7,23,NA,NA
"1216",141,"D",3,12,77,17,"Complete","Pass",7,23,NA,NA
"1217",142,"D",1,10,60,-3,"Rush","Run",7,23,NA,NA
"1218",143,"D",2,13,63,NA,"Interception, Def TD","Pass",7,23,NA,NA
"1219",144,"O",0,NA,3,NA,"No Good","2 Pt.",7,24,NA,NA
"1220",145,"K",0,NA,60,NA,NA,"KO",7,NA,NA,NA
"1221",146,"D",1,10,94,3,"Complete","Pass",7,25,NA,NA
"1222",147,"D",2,7,91,11,"Complete","Pass",7,25,NA,NA
"1223",148,"D",1,10,80,0,"Incomplete","Pass",7,25,NA,NA
"1224",149,"D",2,10,80,10,"Penalty","Pass",7,25,NA,NA
"1225",150,"D",1,10,70,0,"Incomplete","Pass",7,25,NA,NA
"1226",151,"D",2,10,70,0,"Incomplete","Pass",7,25,NA,NA
"1227",152,"D",3,10,70,0,"Incomplete","Pass",7,25,NA,NA
"1228",153,"K",4,10,70,NA,NA,"Punt Rec",7,25,NA,NA
"1229",154,"O",1,10,84,2,NA,"Run",7,26,NA,NA
"1230",155,"O",2,8,82,0,NA,"Run",7,26,NA,NA
"1231",156,"O",3,8,82,33,"Complete","Pass",7,26,NA,NA
"1232",157,"O",1,10,49,0,NA,"Run",7,26,NA,NA
"1233",158,"O",2,10,49,0,NA,"Run",7,26,NA,NA
"1234",159,"O",3,10,49,0,"Timeout",NA,7,26,NA,NA
"1235",160,"O",3,10,49,11,NA,"Run",7,26,NA,NA
"1236",161,"O",1,10,38,-1,NA,"Run",7,26,NA,NA
"1237",162,"O",2,11,39,7,NA,"Run",7,26,NA,NA
"1238",163,"O",3,4,32,-2,NA,"Run",7,26,NA,NA
"1239",164,"K",4,6,31,NA,"No Good","FG",7,26,NA,NA
"1240",165,"D",1,10,64,0,"Incomplete","Pass",7,27,NA,NA
"1241",166,"D",2,10,64,3,"Incomplete","Pass",7,27,NA,NA
"1242",167,"D",3,7,61,0,"Incomplete","Pass",7,27,NA,NA
"1243",168,"D",4,7,61,13,"Complete","Pass",7,27,NA,NA
"1244",169,"D",1,10,48,10,"Complete","Pass",7,27,NA,NA
"1245",170,"D",1,10,38,NA,"Interception","Pass",7,27,NA,NA
"1246",171,"O",NA,NA,NA,NA,NA,"Run",7,28,NA,NA
"1247",1,"K",NA,NA,NA,NA,NA,"KO",8,NA,NA,NA
"1248",2,"D",1,10,75,21,NA,"Run",8,1,NA,NA
"1249",3,"D",1,10,54,-4,NA,"Run",8,1,NA,NA
"1250",4,"D",2,14,58,17,"Complete","Pass",8,1,NA,NA
"1251",5,"D",1,10,41,1,NA,"Run",8,1,NA,NA
"1252",6,"D",2,9,40,8,NA,"Run",8,1,NA,NA
"1253",7,"D",3,1,32,7,NA,"Run",8,1,NA,NA
"1254",8,"D",1,10,25,2,NA,"Run",8,1,NA,NA
"1255",9,"D",2,8,23,-7,"Fumble","Run",8,1,NA,NA
"1256",10,"O",1,10,70,10,"Complete","Pass",8,2,NA,NA
"1257",11,"O",0,-1,101,-101,"","Run",8,2,NA,NA
"12571",12,"O",1,10,60,3,NA,"Run",8,2,NA,NA
"1258",13,"O",2,7,57,12,"Complete","Pass",8,2,NA,NA
"1259",14,"O",1,10,45,6,"Complete","Pass",8,2,NA,NA
"1260",15,"O",2,4,39,11,"Complete","Pass",8,2,NA,NA
"1261",16,"O",1,10,28,6,"Complete","Pass",8,2,NA,NA
"1262",17,"O",2,4,22,3,NA,"Run",8,2,NA,NA
"1263",18,"O",3,1,19,1,NA,"Run",8,2,NA,NA
"1264",19,"O",1,10,18,8,NA,"Run",8,2,NA,NA
"1265",20,"O",2,2,10,1,NA,"Run",8,2,NA,NA
"1266",21,"O",3,1,9,7,NA,"Run",8,2,NA,NA
"1267",22,"O",1,2,2,2,"Rush, TD","Run",8,2,NA,NA
"1268",23,"K",1,10,0,NA,"Good","Extra Pt.",8,2,NA,NA
"1269",24,"K",0,NA,65,NA,NA,"KO",8,NA,NA,NA
"1270",25,"D",1,10,75,4,NA,"Run",8,3,NA,NA
"1271",26,"D",2,6,71,14,"Complete","Pass",8,3,NA,NA
"1272",27,"D",1,10,57,3,NA,"Run",8,3,NA,NA
"1273",28,"D",2,7,54,1,NA,"Run",8,3,NA,NA
"1274",29,"D",3,6,53,0,"Incomplete","Pass",8,3,NA,NA
"1275",30,"K",4,6,53,NA,NA,"Punt Rec",8,3,NA,NA
"1276",31,"O",1,10,73,23,"Complete","Pass",8,4,NA,NA
"1277",32,"O",1,10,50,3,NA,"Run",8,4,NA,NA
"1278",33,"O",2,7,47,34,"Complete","Pass",8,4,NA,NA
"1279",34,"O",1,10,13,6,"Complete","Pass",8,4,NA,NA
"1280",35,"O",2,4,7,0,"Incomplete","Pass",8,4,NA,NA
"1281",36,"O",3,4,7,0,"Incomplete","Pass",8,4,NA,NA
"1282",37,"K",4,4,7,NA,"Good","FG",8,4,NA,NA
"1283",38,"K",NA,NA,NA,NA,NA,"KO",8,NA,NA,NA
"1284",39,"D",1,10,79,0,NA,NA,8,5,NA,NA
"1285",40,"D",1,10,79,2,NA,"Run",8,5,NA,NA
"1286",41,"D",2,8,81,2,NA,"Run",8,5,NA,NA
"1287",42,"D",3,6,79,2,NA,"Run",8,5,NA,NA
"1288",43,"K",4,4,77,NA,"Blocked, Def TD","Punt Rec",8,5,NA,NA
"1289",44,"K",1,10,3,NA,"Good","Extra Pt.",8,6,NA,NA
"1290",45,"K",0,NA,65,NA,NA,"KO",8,NA,NA,NA
"1291",46,"D",1,10,41,5,NA,"Run",8,7,NA,NA
"1292",47,"D",2,5,36,20,"Complete","Pass",8,7,NA,NA
"1293",48,"D",1,10,16,2,NA,"Run",8,7,NA,NA
"1294",49,"D",2,8,14,-6,NA,"Run",8,7,NA,NA
"1295",50,"D",3,14,20,0,"Incomplete","Pass",8,7,NA,NA
"1296",51,"K",4,14,20,NA,"No Good","FG Block",8,7,NA,NA
"1297",52,"O",1,10,80,5,"Complete","Pass",8,8,NA,NA
"1298",53,"O",2,5,75,0,"Incomplete","Pass",8,8,NA,NA
"1299",54,"O",3,5,75,39,"Complete","Pass",8,8,NA,NA
"1300",55,"O",1,10,36,7,"Complete","Pass",8,8,NA,NA
"1301",56,"O",2,3,29,5,NA,"Run",8,8,NA,NA
"1302",57,"O",1,10,24,0,"Incomplete","Pass",8,8,NA,NA
"1303",58,"O",2,10,24,0,"Incomplete","Pass",8,8,NA,NA
"1304",59,"O",3,10,24,16,NA,"Run",8,8,NA,NA
"1305",60,"O",1,8,8,6,NA,"Run",8,8,NA,NA
"1306",61,"O",2,2,2,0,NA,"Run",8,8,NA,NA
"1307",62,"O",3,2,2,0,"Incomplete","Pass",8,8,NA,NA
"1308",63,"K",4,2,2,NA,"Good","FG",8,8,NA,NA
"1309",64,"K",NA,NA,NA,NA,NA,"KO",8,NA,NA,NA
"1310",65,"D",1,10,79,1,NA,"Run",8,9,NA,NA
"1311",66,"D",2,9,78,0,NA,"Run",8,9,NA,NA
"1312",67,"D",3,9,78,0,"Incomplete","Pass",8,9,NA,NA
"1313",68,"K",4,9,78,NA,NA,"Punt Rec",8,9,NA,NA
"1314",69,"O",1,10,50,16,"Complete","Pass",8,10,NA,NA
"1315",70,"O",1,10,34,30,"Complete","Pass",8,10,NA,NA
"1316",71,"O",1,4,4,1,NA,"Run",8,10,NA,NA
"1317",72,"O",2,3,3,3,"Rush, TD","Run",8,10,NA,NA
"1318",73,"K",1,10,0,NA,"Good","Extra Pt.",8,10,NA,NA
"1319",74,"K",0,NA,65,NA,NA,"KO",8,NA,NA,NA
"1320",75,"D",1,10,75,-10,"Penalty","Pass",8,11,NA,NA
"1321",76,"D",1,20,85,3,NA,"Run",8,11,NA,NA
"1322",77,"D",2,17,82,0,"Incomplete","Pass",8,11,NA,NA
"1323",78,"D",3,17,82,-5,"Fumble","Run",8,11,NA,NA
"1324",79,"K",4,22,87,NA,NA,"Punt Rec",8,11,NA,NA
"1325",80,"O",1,10,30,7,"Complete","Pass",8,12,NA,NA
"1326",81,"O",2,3,23,4,"Complete","Pass",8,12,NA,NA
"1327",82,"O",1,10,19,7,"Complete","Pass",8,12,NA,NA
"1328",83,"O",2,3,12,4,"Penalty",NA,8,12,NA,NA
"1329",84,"O",1,7,7,-1,NA,"Run",8,12,NA,NA
"1330",85,"O",2,8,8,8,"Complete, TD","Pass",8,12,NA,NA
"1331",86,"K",1,10,0,NA,"Good","Extra Pt.",8,12,NA,NA
"1332",87,"K",0,NA,65,NA,NA,"KO",8,NA,NA,NA
"1333",88,"D",1,10,79,5,NA,"Run",8,13,NA,NA
"1334",89,"D",2,5,74,3,NA,"Run",8,13,NA,NA
"1335",90,"K",3,2,71,NA,NA,"KO Rec",8,NA,NA,NA
"1336",91,"O",1,10,40,7,NA,"Run",8,14,NA,NA
"1337",92,"O",2,3,33,0,"Incomplete","Pass",8,14,NA,NA
"1338",93,"O",3,3,33,0,"Incomplete","Pass",8,14,NA,NA
"1339",94,"O",4,3,33,3,"Complete","Pass",8,14,NA,NA
"1340",95,"O",1,10,30,4,NA,"Run",8,14,NA,NA
"1341",96,"O",2,6,26,0,"Incomplete","Pass",8,14,NA,NA
"1342",97,"O",3,6,26,-15,"Penalty","Pass",8,14,NA,NA
"1343",98,"O",3,21,41,6,NA,"Run",8,14,NA,NA
"1344",99,"K",4,15,35,NA,NA,"Punt",8,14,NA,NA
"1345",100,"D",1,10,85,-1,NA,"Run",8,15,NA,NA
"1346",101,"D",2,11,86,6,NA,"Run",8,15,NA,NA
"1347",102,"D",3,5,80,8,"Complete","Pass",8,15,NA,NA
"1348",103,"D",1,10,72,0,NA,"Run",8,15,NA,NA
"1349",104,"D",2,10,72,21,NA,"Run",8,15,NA,NA
"1350",105,"D",1,10,51,-3,NA,"Run",8,15,NA,NA
"1351",106,"D",2,13,54,4,NA,"Run",8,15,NA,NA
"1352",107,"D",3,9,50,0,NA,"Run",8,15,NA,NA
"1353",108,"K",4,9,50,NA,NA,"Punt Rec",8,15,NA,NA
"1354",109,"K",4,NA,50,NA,NA,"Punt Rec",8,16,NA,NA
"1355",110,"O",1,10,87,1,NA,"Run",8,17,NA,NA
"1356",111,"O",2,9,86,4,NA,"Run",8,17,NA,NA
"1357",112,"O",3,5,82,0,"Incomplete","Pass",8,17,NA,NA
"1358",113,"K",4,5,82,NA,NA,"Punt",8,17,NA,NA
"1359",114,"D",1,10,66,-3,"Fumble, Def TD","Run",8,18,NA,NA
"1360",115,"K",2,13,69,NA,"Good","Extra Pt.",8,18,NA,NA
"1361",116,"K",0,NA,65,NA,NA,"KO",8,NA,NA,NA
"1362",117,"D",1,10,75,1,NA,"Run",8,19,NA,NA
"1363",118,"D",2,9,74,19,"Complete","Pass",8,19,NA,NA
"1364",119,"D",1,10,55,0,"Incomplete","Pass",8,19,NA,NA
"1365",120,"D",2,10,55,5,NA,"Run",8,19,NA,NA
"1366",121,"D",3,5,50,0,"Incomplete","Pass",8,19,NA,NA
"1367",122,"K",4,5,50,NA,NA,"Punt Rec",8,19,NA,NA
"1368",123,"O",1,10,77,15,NA,"Run",8,20,NA,NA
"1369",124,"O",1,10,62,0,"Incomplete","Pass",8,20,NA,NA
"1370",125,"O",2,10,62,7,"Complete","Pass",8,20,NA,NA
"1371",126,"O",3,3,55,12,"Complete","Pass",8,20,NA,NA
"1372",127,"O",1,10,43,-3,NA,"Run",8,20,NA,NA
"1373",128,"O",2,13,46,3,NA,"Run",8,20,NA,NA
"1374",129,"O",3,10,43,5,"Scramble","Pass",8,20,NA,NA
"1375",130,"K",4,5,38,NA,NA,"Punt",8,20,NA,NA
"1376",131,"D",1,10,92,6,NA,"Run",8,21,NA,NA
"1377",132,"D",2,4,86,10,NA,"Run",8,21,NA,NA
"1378",133,"D",1,10,76,8,NA,"Run",8,21,NA,NA
"1379",134,"D",2,2,68,32,"Complete","Pass",8,21,NA,NA
"1380",135,"D",1,10,36,2,NA,"Run",8,21,NA,NA
"1381",136,"D",2,8,34,0,NA,"Run",8,21,NA,NA
"1382",137,"D",3,8,34,9,"Complete","Pass",8,21,NA,NA
"1383",138,"D",1,10,25,-9,"Sack","Pass",8,21,NA,NA
"1384",139,"D",2,19,34,1,NA,"Run",8,21,NA,NA
"1385",140,"D",3,18,33,0,"Incomplete","Pass",8,21,NA,NA
"1386",141,"K",4,18,33,NA,NA,"Punt Rec",8,21,NA,NA
"1387",142,"O",1,10,92,3,NA,"Run",8,22,NA,NA
"1388",143,"O",2,7,89,-3,NA,"Run",8,22,NA,NA
"1389",144,"O",3,10,92,-4,"Penalty",NA,8,22,NA,NA
"1390",145,"O",3,14,96,1,NA,"Run",8,22,NA,NA
"1391",146,"K",4,13,95,NA,NA,"Punt",8,22,NA,NA
"1392",147,"D",1,10,65,1,NA,"Run",8,23,NA,NA
"1393",148,"D",2,9,64,15,NA,"Run",8,23,NA,NA
"1394",149,"D",1,10,49,-1,NA,"Run",8,23,NA,NA
"1395",150,"D",2,11,50,-9,"Sack","Pass",8,23,NA,NA
"1396",151,"D",3,20,59,0,"Incomplete","Pass",8,23,NA,NA
"1397",152,"K",4,20,59,NA,NA,"Punt Rec",8,23,NA,NA
"1398",153,"O",1,10,70,1,"Complete","Pass",8,24,NA,NA
"1399",154,"O",2,9,69,-1,NA,"Run",8,24,NA,NA
"1400",155,"O",3,10,70,6,NA,"Run",8,24,NA,NA
"1401",156,"K",4,4,64,NA,NA,"Punt",8,24,NA,NA
"1402",157,"D",1,10,66,-1,"Fumble","Run",8,25,NA,NA
"1403",158,"O",1,10,67,-2,NA,"Run",8,26,NA,NA
"1404",159,"O",2,12,69,-2,NA,"Run",8,26,NA,NA
"1405",160,"O",3,14,71,-2,NA,"Run",8,26,NA,NA
"1406",1,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1407",2,"D",1,10,89,0,"Incomplete","Pass",9,1,NA,NA
"1408",3,"D",2,10,89,0,"Incomplete","Pass",9,1,NA,NA
"1409",4,"D",3,10,89,8,"Complete","Pass",9,1,NA,NA
