"Date","Time","Location","Home.Team","Home.Team.Abbreviation","Away.Team","Away.Team.Abbreviation","Quarter","Team.Possession","Down","Distance.to.First.Down","Distance.to.Touchdown","Points.Scored.","Completed.Pass.","Incomplete.Pass.","Run.","Touchdown.","Field.Goal.","Penalty.","Punt.","Sack.","Interception.","Safety.","Fumble.","Extra.Point.","Drive.Number","Team.Play.Number"
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","1","10","65",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,74
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","2","10","65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","1","10","55",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,76
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","2","5","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,77
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","3","2","47",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,78
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","4","1","46",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,79
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Waynesburg","1","10","40",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,80
" 10/8/2022","1 p.m.","Waynesburg, Pa.","Waynesburg","WAY","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","78",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,93
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","75",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","6","71",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","1","66",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","4","3","68",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","1","10","74",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","2","24","88",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","3","14","78",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","4","24","88",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","75",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","10","75",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,6
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","5","70",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","54",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","41",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","8","39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","2","33",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,11
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","10","14",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","7","11",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,13
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","4","7","11",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,14
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","1","10","68",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","2","9","67",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,6
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","2","10","54",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","3","10","54",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","4","10","54",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,9
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","90",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","9","89",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,16
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","9","89",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,17
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","4","59",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,19
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","55",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,20
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","10","55",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,21
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","1","10","34",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,22
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","2","10","34",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,23
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","3","10","34",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,24
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Washington and Jefferson","4","10","34",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,25
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","1","10","98",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","2","9","97",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,11
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","3","9","97",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","1st","Carnegie Mellon","4","10","98",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,13
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","4","10","98",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,14
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","35",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,26
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","2","7","32",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,27
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,28
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","2","11","26",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,29
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","4","5","20",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,30
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","1","10","82",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,15
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","2","7","79",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,16
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","3","5","77",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,17
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","4","2","74",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,18
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","68",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,31
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","53",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,32
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","2","14","57",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,33
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","3","4","47",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,34
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","4","4","47",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,35
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","1","10","82",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,19
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","2","10","82",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,20
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","3","10","82",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,21
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","1","10","70",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,22
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","2","9","69",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,23
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","3","5","65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,24
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","4","6","66",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,25
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,36
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","2","3","43",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,37
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","3","3","43",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,38
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","4","1","41",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,39
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","4","1","41",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,40
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","1","10","77",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,26
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","2","8","75",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,27
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","1","10","65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,28
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","3","3","58",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,29
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Carnegie Mellon","4","3","58",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,30
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","1","10","85",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,41
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","2nd","Washington and Jefferson","2","9","84",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,42
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","67",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,31
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,32
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","2","3","43",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,33
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","3","3","43",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,34
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","4","3","43",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,35
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Washington and Jefferson","1","10","91",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,43
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Washington and Jefferson","1","10","76",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,44
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Washington and Jefferson","2","12","78",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,45
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Washington and Jefferson","3","20","86",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,46
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Washington and Jefferson","4","24","90",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8,47
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","47",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,36
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","15","52",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,37
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","2","15","52",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,38
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","41",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,39
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","2","1","32",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,40
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","2","11","42",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,41
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","27",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,42
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","2","13","30",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,43
" 10/15/2022","1 PM","Washington, PA","Washington and Jefferson","WJCFB","Carnegie Mellon","CMU","3rd","Carnegie Mellon","1","10","16",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,44
