"Date","Time","Location","Home.Team","Home.Team.Abbreviation","Away.Team","Away.Team.Abbreviation","Quarter","Team.Possession","Down","Distance.to.First.Down","Distance.to.Touchdown","Points.Scored.","Completed.Pass.","Incomplete.Pass.","Run.","Touchdown.","Field.Goal.","Penalty.","Punt.","Sack.","Interception.","Safety.","Fumble.","Extra.Point.","Drive.Number","Team.Play.Number","Next_Score_Half","Drive_Score_Half","Drive.Starting.Distance.to.Touchdown","Net.Yards","Drive_Outcome","Half"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"10",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,45,"No_Score",11,73,8,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"2",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,46,"No_Score",11,73,11,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,47,"No_Score",11,73,8,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"2",46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,48,"No_Score",11,73,0,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"2",46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,49,"No_Score",11,73,18,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50,"No_Score",11,73,9,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"1",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,51,"No_Score",11,73,7,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,52,"No_Score",11,73,0,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"10",12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,53,"No_Score",11,73,6,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"4",6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,54,"No_Score",11,73,0,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",4,"4",6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,55,"No_Score",11,73,-74,"Field Goal","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",1,"10",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,88,"No_Score",12,80,4,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",2,"6",76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,89,"No_Score",12,80,-5,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",3,"11",81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,90,"No_Score",12,80,0,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",4,"11",81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,91,"No_Score",12,80,31,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,56,"No_Score",12,50,-1,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"11",51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,57,"No_Score",12,50,0,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"11",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,58,"No_Score",12,50,15,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,59,"No_Score",12,50,-15,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"25",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,60,"No_Score",12,50,1,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"24",50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,61,"No_Score",12,50,-10,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"34",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,62,"No_Score",12,50,0,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"34",60,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,63,"No_Score",12,50,0,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",4,"34",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,64,"No_Score",12,50,-10,"Punt","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",1,"10",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,92,"No_Score",13,70,1,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",2,"9",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,93,"No_Score",13,70,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",3,"9",69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,94,"No_Score",13,70,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",4,"9",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,95,"No_Score",13,70,21,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",1,"15",48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,96,"No_Score",13,70,1,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",2,"14",47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,97,"No_Score",13,70,6,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",3,"8",41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,98,"No_Score",13,70,4,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",4,"4",37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,99,"No_Score",13,70,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",1,"10",37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,100,"No_Score",13,70,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",2,"10",37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,101,"No_Score",13,70,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",3,"10",37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,102,"No_Score",13,70,-9,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",4,"19",46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,103,"No_Score",13,70,-6,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,65,"No_Score",13,52,14,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,66,"No_Score",13,52,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"10",38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,67,"No_Score",13,52,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"10",38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,68,"No_Score",13,52,15,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",1,"10",23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,69,"No_Score",13,52,6,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",2,"4",17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,70,"No_Score",13,52,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",3,"4",17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,71,"No_Score",13,52,0,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Thiel",4,"4",17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,72,"No_Score",13,52,-66,"Turnover on Downs","2nd"
" 9/10/2022","1:00 PM","Greenville, Pa.","Thiel","TOMCATS","Allegheny","ALL","4th","Allegheny",1,"10",83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,104,"No_Score",14,83,65,"Turnover on Downs","2nd"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"Opp_Touchdown",1,83,-30,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"Opp_Touchdown",1,83,-2,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"8",50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"Opp_Touchdown",1,83,-4,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"4",54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,"Opp_Touchdown",1,83,-10,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,"Opp_Touchdown",1,83,-1,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"9",65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,"Opp_Touchdown",1,83,0,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"9",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7,"Opp_Touchdown",1,83,-5,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",4,"4",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,"Opp_Touchdown",1,83,42,"Turnover on Downs","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"Touchdown",1,28,-5,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",2,"5",33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"Touchdown",1,28,-4,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",3,"1",37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"Touchdown",1,28,-3,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,"Touchdown",1,28,1,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",2,"11",39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,"Touchdown",1,28,0,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",3,"11",39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,"Touchdown",1,28,-18,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7,"Touchdown",1,28,0,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,8,"Extra_Point",1,28,36,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,"Opp_Touchdown",2,21,2,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"12",19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,"Opp_Touchdown",2,21,0,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"12",19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,11,"Opp_Touchdown",2,21,0,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",4,"12",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12,"Opp_Touchdown",2,21,5,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",4,"17",14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,13,"Opp_Touchdown",2,21,5,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",4,"22",9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,14,"Opp_Touchdown",2,21,-61,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,"Touchdown",2,70,0,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,"Touchdown",2,70,0,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",2,"10",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,11,"Touchdown",2,70,2,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",3,"12",68,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12,"Touchdown",2,70,0,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",3,"12",68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,13,"Extra_Point",2,70,49,"Touchdown","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15,"Field_Goal",3,19,0,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"10",19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,16,"Field_Goal",3,19,0,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"10",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,17,"Field_Goal",3,19,-17,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18,"Field_Goal",3,19,-2,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"8",38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,19,"Field_Goal",3,19,-7,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"1",45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,20,"Field_Goal",3,19,-2,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,21,"Field_Goal",3,19,0,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,22,"Field_Goal",3,19,-4,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"6",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,23,"Field_Goal",3,19,-8,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,24,"Field_Goal",3,19,-19,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"10",78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,25,"Field_Goal",3,19,-16,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",1,"6",94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,"Field_Goal",3,19,-1,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",2,"5",95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,27,"Field_Goal",3,19,0,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",3,"5",95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,28,"Field_Goal",3,19,0,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Allegheny",4,"5",95,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,29,"Field_Goal",3,19,75,"Field Goal","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",1,"10",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,"Field_Goal",4,20,-1,"Punt","1st"
"",NA,"New Wilmington,","Westminster (Pa.)","ALL","Allegheny","WES","1st","Westminster (Pa.)",2,"9",21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15,"Field_Goal",4,20,-3,"Punt","1st"
