"Date","Time","Location","Home.Team","Home.Team.Abbreviation","Away.Team","Away.Team.Abbreviation","Quarter","Team.Possession","Down","Distance.to.First.Down","Distance.to.Touchdown","Play.Type","Yards","Outcome","Points.Scored.","Completed.Pass.","Incomplete.Pass.","Run.","Touchdown.","Field.Goal.","Penalty.","Punt.","Sack.","Interception.","Safety.","Fumble.","Extra.Point.","Turnover.","Drive.Number","Team.Play.Number","Play.Description"
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","3rd","Thiel","1","10","35","pass","33","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,63,"no huddle-shotgun trumbull,owen pass complete deep to taylor,kenyatta for 33 yards to the cmu02 (cawyer,ben), 1st down."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","2","2","pass","1","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,64,"no huddle-shotgun trumbull,owen pass complete short to pattison,donny for 1 yard to the cmu01 (coyne,ben)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","2","1","1","rush","1","Touchdown",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65,"no huddle-shotgun trumbull,owen rush middle for 1 yard gain to the cmu00 touchdown, clock 14:18."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","3","pass","0","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,66,"oliver,scott pass attempt failed."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","51","rush","-2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,60,"no huddle-shotgun squibb,will rush middle for 2 yards loss to the cmu47 (curcio,jared)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","2","12","53","rush","9","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,61,"no huddle-shotgun squibb,will rush for 9 yards gain to the thi44 (curcio,jared)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","3","3","44","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,62,"no huddle-shotgun hess,brady pass incomplete short to javier,alex."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","4","3","44","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,63,"jaeb,casey punt 44 yards to the thi00, touchback."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","80","pass","4","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,67,"no huddle-shotgun oliver,scott pass complete short to anderson,alexander for 4 yards to the thi24 (long,clayton)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","2","6","76","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,68,"no huddle-shotgun taylor,kenyatta rush for 2 yards gain to the thi26 (nash,jacob)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","3","4","74","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,69,"no huddle-shotgun oliver,scott pass incomplete short to rodgers,andre."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","4","4","74","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,70,"oliver,scott punt 27 yards to the cmu47 fair catch by voiland,dominic at cmu47."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","53","rush","-15","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,64,"no huddle-shotgun carnegie mellon rush for 15 yards loss to the cmu32, end of play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","2","25","68","rush","1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,65,"no huddle-shotgun franklin,cole rush for 1 yard gain to the cmu33 (miller,randall)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","3","24","67","pass","9","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,66,"no huddle-shotgun hess,brady pass complete short to javier,alex for 9 yards to the cmu42 (shuler,caleb)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","4","15","58","rush","17","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,67,"no huddle-shotgun jaeb,casey rush for 17 yards gain to the thi41 (jeter,jamar; ogletree,tyrese), 1st down."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","41","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,68,"penalty cmu false start  5 yards from thi41 to thi46. no play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","15","46","rush","6","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,69,"no huddle-shotgun franklin,cole rush middle for 6 yards gain to the thi40 (curcio,jared)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","2","9","40","rush","0","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,70,"no huddle-shotgun franklin,cole rush for 0 yards to the thi40 (plowden,andrew; curcio,jared)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","3","9","40","rush","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,71,"no huddle-shotgun hess,brady rush left for 9 yards gain to the thi31, end of play penalty cmu holding (moss,dustin) 10 yards from thi40 to thi50. no play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","3","19","50","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,72,"penalty cmu false start (campbell,hunter) 5 yards from thi50 to cmu45. no play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","3","24","55","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,73,"no huddle-shotgun franklin,cole rush middle for 2 yards gain to the cmu47 (plowden,andrew; faber,luke)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","4","22","53","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,74,"jaeb,casey punt 29 yards to the thi24."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","76","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,71,"penalty thi delay of game  5 yards from thi24 to thi19. no play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","15","81","pass","Penalty","incomplete, penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,72,"no huddle-shotgun taylor,kenyatta pass incomplete short right to blue,donnovan broken up by long,clayton penalty cmu pass interference (long,clayton) 15 yards from thi19 to thi34, 1st down. no play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","66","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,73,"no huddle-shotgun trumbull,owen pass incomplete short left to blue,donnovan broken up by marzo,chris."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","2","10","66","pass","2","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,74,"no huddle-shotgun trumbull,owen pass complete short middle to rodgers,andre for 2 yards to the thi36 (martens,zach)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","3","8","64","sacked","-7","Sack",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,75,"no huddle-shotgun trumbull,owen sacked for loss of 7 yards to the thi29 (roper,evan)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","4","15","71","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,76,"oliver,scott punt 35 yards to the cmu36 fair catch by voiland,dominic at cmu36."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","64","rush","4","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,75,"no huddle-shotgun baer,jacon rush middle for 4 yards gain to the cmu40 (thiel)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","2","6","60","pass","13","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,76,"no huddle-shotgun hess,brady pass complete deep middle to ward,tim for 13 yards to the thi47 (brown,john), 1st down."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","47","rush","9","Fumble",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,13,77,"no huddle-shotgun baer,jacon rush middle for 9 yards gain to the thi38 fumbled by baer,jacon at thi38 forced by hawkins,braelin recovered by thi russell,jaden at thi38, end of play."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","62","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,78,"no huddle-shotgun trumbull,owen pass incomplete short to anderson,alexander."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","2","10","62","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,79,"no huddle-shotgun trumbull,owen pass incomplete short to jackson,raysaun."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","3","10","62","pass","0","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,80,"no huddle-shotgun trumbull,owen pass complete short to collier,jorden for 0 yards to the thi38 (grzybowski,matthew)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","4","10","62","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,81,"oliver,scott punt 1 yard to the thi39, out of bounds at thi39."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","39","pass","39","Touchdown",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,77,"no huddle-shotgun fierro,jack pass complete deep to stacy,brian for 39 yards to the thi00 touchdown, clock 01:54, 1st down."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","39","kick","Extra Point Attempt","Made Extra Point Attempt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,78,"florentino-mattos,jp kick attempt good (h: squibb,will, ls: o'brien,kevin)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","1","10","75","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,82,"no huddle-shotgun trumbull,owen pass incomplete short left to anderson,alexander."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","2","10","75","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,83,"no huddle-shotgun taylor,kenyatta rush for 2 yards gain to the thi27 (grzybowski,matthew; hazard,lucas)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","3","8","73","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,84,"no huddle-shotgun trumbull,owen rush for 2 yards gain to the thi29 (davis,paul)."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Thiel","4","6","71","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,85,"oliver,scott punt 28 yards to the cmu43 fair catch by voiland,dominic at cmu43."
" 09/24/2022","03:00 PM","Greenville, Pennsylvania","Thiel","THI","Carnegie Mellon","CMU","4th","Carnegie Mellon","1","10","57","Kneel","-42","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,79,"kneel down by franklin,cole at cmu42 for loss of 1 yards."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","10","64","rush","5","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"justin flack rush for 5 yards to the way41 (beaugard,a.)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","2","5","59","rush","4","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"justin flack rush for 4 yards to the way45 (alker-connelly)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","3","1","55","rush","0","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"justin flack rush for no gain to the way45 (alker-connelly; rubino,chris)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","4","1","55","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,"brennan campbel punt 39 yards to the all16, fair catch by durci,ian."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","84","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"johnson,jack pass incomplete to o'brien,declan."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","2","10","84","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"johnson,jack pass incomplete to salisbury,josh."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","3","10","84","pass","14","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"johnson,jack pass complete to o'brien,declan for 14 yards to the all30 (jesse cain)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","70","rush","8","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,"worship,tre rush for 8 yards to the all38 (brennan boron)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","2","2","62","pass","25","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,"johnson,jack pass complete to durci,ian for 25 yards to the way37 (rickey pharr), out-of-bounds."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","37","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,"johnson,jack pass incomplete (joel zellem)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","3","11","38","pass","9","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7,"johnson,jack pass complete to durci,ian for 9 yards to the way29 (austin derr)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","4","2","29","rush","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,8,"worship,tre rush for 6 yards to the way23 (rickey pharr; james davis), penalty all personal foul (turner,jack) 15 yards to the way38."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","38","pass","11","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,"johnson,jack pass complete to stelling,shawn for 11 yards to the way27 (brennan boron)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","27","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,"johnson,jack pass incomplete to durci,ian."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","2","10","27","rush","1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,11,"johnson,jack rush for 1 yard to the way26 (chuck taylor)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","3","9","26","pass","4","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,12,"johnson,jack pass complete to durci,ian for 4 yards to the way22 (james davis)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","4","5","22","pass","3","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,13,"johnson,jack pass complete to stelling,shawn for 3 yards to the way19 (isaac huey)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","10","81","pass","13","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,"tyler raines pass complete to ke'andre hollis for 13 yards to the way32 (cafardi,shane)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","10","68","pass","38","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,6,"tyler raines pass complete to andrew elerick for 38 yards to the all30 (reynolds,jathan), out-of-bounds."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","10","30","rush","10","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7,"justin flack rush for 10 yards to the all20 (joseph ii,v.; orbovich,lj)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","10","20","pass","10","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8,"tyler raines pass complete to dakota romantin for 10 yards to the all10 (cafardi,shane; beaugard,a.)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","1","Goal","10","rush","1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,"justin flack rush for 1 yard to the all09 (crawford,j.; rubino,chris)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","2","Goal","9","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,"penalty way false start (andrew elerick) 5 yards to the all14."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","2","Goal","14","pass","4","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,11,"tyler raines pass complete to andrew elerick for 4 yards to the all10 (beaugard,a.)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","3","Goal","10","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12,"penalty way false start (chase espen) 5 yards to the all15."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","3","Goal","15","pass","12","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,13,"tyler raines pass complete to justin flack for 12 yards to the all03 (reynolds,jathan)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Waynesburg","4","Goal","3","pass","-1","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,14,"tyler raines pass complete to justin flack for loss of 1 yard to the all04 (rubino,chris)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","1","10","96","rush","9","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,14,"worship,tre rush for 9 yards to the all13 (jesse cain; austin derr)."
" 9/24/2022","2:00 PM","Meadville, Pa.","Allegheny","ALL","Waynesburg","WAY","1st","Allegheny","2","1","87","rush","14","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,15,"worship,tre rush for 14 yards to the all27 (james davis; jesse cain)."
