"","Date","Time","Location","Home.Team","Home.Team.Abbreviation","Away.Team","Away.Team.Abbreviation","Quarter","Team.Possession","Down","Distance.to.First.Down","Distance.to.Touchdown","Points.Scored.","Completed.Pass.","Incomplete.Pass.","Run.","Touchdown.","Field.Goal.","Penalty.","Punt.","Sack.","Interception.","Safety.","Fumble.","Extra.Point.","Drive.Number","Team.Play.Number","Next_Score_Half","Drive_Score_Half","Drive.Starting.Distance.to.Touchdown","Net.Yards","Drive_Outcome","Half","Distance.to.First.Down2","is.Goal.Down","game.ID","fold","No_Score_Prob","Field_Goal_Prob","Opp_Field_Goal_Prob","Touchdown_Prob","Opp_Touchdown_Prob","EP","EPA"
"1"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"10",78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"Opp_Touchdown",4,78,3,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",3,0.218632531825499,0.0805013578928507,0.0613809126642689,0.401297917262071,0.238187280355311,1.19913579403307,-0.407725006258123
"2"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",2,"7",75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"Opp_Touchdown",4,78,1,"Punt","1st",7,0," 9/2/2022CMUxWHTWTRAV",3,0.214876682694017,0.0907073165889248,0.066769737370121,0.365222992396221,0.262423270950716,0.791410787774945,-0.815634030837548
"3"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",3,"6",74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"Opp_Touchdown",4,78,7,"Punt","1st",6,0," 9/2/2022CMUxWHTWTRAV",2,0.228733521421043,0.0951199582583031,0.0775238833220396,0.293810499365636,0.304812137632978,-0.0242232430626027,1.60985833361653
"4"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"10",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,"Opp_Touchdown",4,78,-4,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",2,0.208161917296164,0.0887050538666501,0.0528077017539353,0.430730023128466,0.219595303954784,1.58563509055392,-1.24968425261183
"5"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",2,"14",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,"Opp_Touchdown",4,78,12,"Punt","1st",14,0," 9/2/2022CMUxWHTWTRAV",3,0.249161322339741,0.0974775710712067,0.0710124422499806,0.309499721560851,0.27284894277822,0.335950837942094,0.887936053254963
"6"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",3,"2",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,"Opp_Touchdown",4,78,0,"Punt","1st",2,0," 9/2/2022CMUxWHTWTRAV",5,0.175272766261687,0.120217544312232,0.0561949498122253,0.397858734642431,0.250456004971425,1.22388689119706,-1.19631102591365
"7"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",4,"2",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,7,"Opp_Touchdown",4,78,-18,"Punt","1st",2,0," 9/2/2022CMUxWHTWTRAV",4,0.213461258417656,0.111022456713552,0.0875117483001336,0.290933964001697,0.297070572566961,0.0275758652834076,-1.26207564442576
"8"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,"Touchdown",4,77,2,"Time Expired","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.217715145472315,0.0812355328282051,0.0605626887273031,0.403991976974634,0.236494655997542,1.23449977914235,-0.562201124070828
"9"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"8",75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,"Touchdown",4,77,0,"Time Expired","1st",8,0," 9/2/2022CMUxWHTWTRAV",2,0.221985921614969,0.0914050395335515,0.0683232441244366,0.352218130852391,0.266067663874652,0.672298655071521,-0.901102857036189
"10"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",3,"8",75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,"Touchdown",4,77,21,"Time Expired","1st",8,0," 9/2/2022CMUxWHTWTRAV",3,0.240746033876285,0.0913033676434938,0.0805868287304186,0.275042326396052,0.312321443353751,-0.228804201964668,-1.80271474802654
"11"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"10",54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8,"Opp_Touchdown",4,54,1,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.194889316448058,0.0987033102953991,0.0438588607373748,0.46463037063938,0.197918141879789,2.03151894999121,-0.692304827991414
"12"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",2,"9",53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,"Opp_Touchdown",4,54,10,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",3,0.208687575882205,0.11259653190888,0.0520039457897219,0.396029999184048,0.230681947235145,1.3392141219998,1.05585774885137
"13"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"10",43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,"Opp_Touchdown",4,54,-10,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",3,0.183133390162337,0.107342049614753,0.0372403950368326,0.492196861672853,0.180087303513224,2.39507187085117,-1.97457412233997
"14"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"20",53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,11,"Opp_Touchdown",4,54,0,"Punt","1st",20,0," 9/2/2022CMUxWHTWTRAV",1,0.234997720180117,0.114397588683282,0.0665779347146361,0.311801862968501,0.272224893453464,0.420497748511191,0.232082886567378
"15"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",2,"20",53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,12,"Opp_Touchdown",4,54,11,"Punt","1st",20,0," 9/2/2022CMUxWHTWTRAV",4,0.253422063488752,0.117825665148144,0.0596462853479337,0.318698885556009,0.250407100459161,0.652580635078569,0.183070470719678
"16"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",3,"9",42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,13,"Opp_Touchdown",4,54,0,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",1,0.220036555094599,0.125250012303275,0.0538619828065466,0.344817654705508,0.256033795090071,0.835651105798247,-1.24244941332536
"17"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",4,"9",42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,14,"Opp_Touchdown",4,54,-47,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",1,0.243686789423596,0.118741825607879,0.0550872924867364,0.248544767177284,0.333939325304504,-0.406798307527112,-0.401933384401223
"18"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,"Touchdown",4,89,5,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.228200732846301,0.072601700705157,0.0709019471637105,0.37155012616413,0.256745493120702,0.808731691928335,-0.0348781585839778
"19"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"5",84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,"Touchdown",4,89,6,"Punt","1st",5,0," 9/2/2022CMUxWHTWTRAV",3,0.204421834997714,0.0815256703955269,0.0706946524567892,0.374633241041281,0.268724601108689,0.773853533344357,0.425282260688711
"20"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,6,"Touchdown",4,89,-5,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",2,0.218632531825499,0.0805013578928507,0.0613809126642689,0.401297917262071,0.238187280355311,1.19913579403307,-1.15113618225527
"21"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"15",83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,7,"Touchdown",4,89,1,"Punt","1st",15,0," 9/2/2022CMUxWHTWTRAV",2,0.244250407885627,0.0815921665357914,0.0826037698287074,0.299422143707548,0.292131512042327,0.047999611777799,-0.0828310216026025
"22"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"14",82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8,"Touchdown",4,89,-7,"Punt","1st",14,0," 9/2/2022CMUxWHTWTRAV",1,0.257320053309747,0.0869839333027114,0.0811614924771572,0.283531636719373,0.291002884191011,-0.0348314098248035,-1.13261518777822
"23"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",3,"21",89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,"Touchdown",4,89,11,"Punt","1st",21,0," 9/2/2022CMUxWHTWTRAV",3,0.285259707316311,0.0689478681100701,0.101025406828351,0.195868224483479,0.34889879326179,-1.16744659760302,-0.4264270930685
"24"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",4,"10",78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,10,"Touchdown",4,89,17,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",4,0.263562722166806,0.07800438871628,0.0805069311009711,0.175651117328154,0.402274840687789,-1.59387369067152,-0.199384995931103
"25"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",1,"10",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15,"Opp_Touchdown",4,61,3,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.202139017365447,0.0932848356542954,0.0485214562789314,0.446525098813272,0.209529591888054,1.79325868660262,-0.398869823817386
"26"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",2,"7",58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,16,"Opp_Touchdown",4,61,1,"Punt","1st",7,0," 9/2/2022CMUxWHTWTRAV",3,0.19990726018896,0.105767946906683,0.0531109492398386,0.408922483959738,0.23229135970478,1.39438886278524,-0.823533567576023
"27"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",3,"6",57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,17,"Opp_Touchdown",4,61,-15,"Punt","1st",6,0," 9/2/2022CMUxWHTWTRAV",5,0.216224708854326,0.112698888924298,0.0626579444417302,0.334261547587073,0.274156910192572,0.570855295209213,-1.22749915470971
"28"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",3,"21",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18,"Opp_Touchdown",4,61,3,"Punt","1st",21,0," 9/2/2022CMUxWHTWTRAV",4,0.27810082064589,0.0842471385259548,0.084208816824208,0.229810267387278,0.32363295661667,-0.656643859500501,-1.01118260907272
"29"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Whitworth",4,"18",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,19,"Opp_Touchdown",4,61,-11,"Punt","1st",18,0," 9/2/2022CMUxWHTWTRAV",2,0.273839368078993,0.0815188487945681,0.0648608909795099,0.167190421643579,0.41259047050335,-1.66782646857323,0.539512479852083
"30"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,11,"Touchdown",4,80,1,"Turnover on Downs","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.220444753455244,0.0790406040395504,0.0630409034291073,0.395902218601607,0.241571520474491,1.12831398872114,-0.699416979392917
"31"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"9",79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12,"Touchdown",4,80,0,"Turnover on Downs","1st",9,0," 9/2/2022CMUxWHTWTRAV",1,0.231428901931163,0.0884001113305396,0.0732842494736086,0.33083975604359,0.276046981221099,0.428897009328225,-0.858695285265461
"32"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",3,"9",79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,13,"Touchdown",4,80,19,"Turnover on Downs","1st",9,0," 9/2/2022CMUxWHTWTRAV",1,0.247752882884389,0.0862680123552862,0.0852868616508689,0.25943599812255,0.321256244986906,-0.429798275937237,2.25737636434669
"33"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,"Touchdown",4,80,9,"Turnover on Downs","1st",10,0," 9/2/2022CMUxWHTWTRAV",2,0.201116974737934,0.0940542874294965,0.0478333009701778,0.449134513362017,0.207860923500375,1.82757808840945,1.62794071361716
"34"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"1",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,15,"Touchdown",4,80,7,"Turnover on Downs","1st",1,0," 9/2/2022CMUxWHTWTRAV",3,0.103794679475125,0.0866142933805116,0.0297135088115609,0.624568505474955,0.155309012857847,3.45551880202661,-1.09287515280319
"35"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,16,"Touchdown",4,80,7,"Turnover on Downs","1st",10,0," 9/2/2022CMUxWHTWTRAV",4,0.184216139303249,0.106551864949977,0.0378073704135729,0.489741610210473,0.181683015122728,2.36264364922342,0.528948083361843
"36"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"3",37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,17,"Touchdown",4,80,4,"Turnover on Downs","1st",3,0," 9/2/2022CMUxWHTWTRAV",5,0.137710307257532,0.112777492512152,0.0320328031763259,0.547979531711122,0.169499865342867,2.89159173258526,-0.179974361721741
"37"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",1,"10",33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18,"Touchdown",4,80,0,"Turnover on Downs","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.172209156280926,0.115278490397808,0.0319361430499323,0.516115985765659,0.164460224505675,2.71161737086352,-0.790737315461795
"38"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",2,"10",33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,19,"Touchdown",4,80,1,"Turnover on Downs","1st",10,0," 9/2/2022CMUxWHTWTRAV",3,0.193871621243957,0.13378084659741,0.0398786578105363,0.433318257819841,0.199150616528255,1.92088005540173,-0.741567140134189
"39"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","1st","Carnegie Mellon",3,"9",32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,20,"Touchdown",4,80,4,"Turnover on Downs","1st",9,0," 9/2/2022CMUxWHTWTRAV",1,0.210488689498277,0.136836323678938,0.0469889505944061,0.3678266464009,0.237859389827479,1.17931291526754,-0.704765239210762
"40"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",4,"5",28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,21,"Touchdown",4,80,-44,"Turnover on Downs","1st",5,0," 9/2/2022CMUxWHTWTRAV",2,0.216373694849831,0.142277226531295,0.0510315749721391,0.309502374779032,0.280815128867702,0.474547676056775,-1.88526581056974
"41"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",1,"10",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,20,"Opp_Touchdown",4,72,1,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.213021122631612,0.0849424742277914,0.0565885955879891,0.417413653675844,0.228034153876764,1.41071813451297,-0.701006987546185
"42"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",2,"9",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,21,"Opp_Touchdown",4,72,1,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",5,0.225027527220571,0.0955922358557006,0.0661930332911596,0.350987426050082,0.262199777582487,0.709711146966782,-0.768466923654766
"43"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",3,"8",70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,22,"Opp_Touchdown",4,72,0,"Punt","1st",8,0," 9/2/2022CMUxWHTWTRAV",4,0.237538386973104,0.0962733989418594,0.0759326345671105,0.286572213343804,0.303683366174123,-0.0587557766879844,-1.1686950312722
"44"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",4,"8",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,23,"Opp_Touchdown",4,72,-2,"Punt","1st",8,0," 9/2/2022CMUxWHTWTRAV",5,0.25574459942421,0.0878910711020424,0.0774463060427601,0.199545790062777,0.37937223336821,-1.22745080796018,-0.183267326552784
"45"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",1,"10",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,22,"Touchdown",4,72,43,"Touchdown","1st",10,0," 9/2/2022CMUxWHTWTRAV",2,0.213021122631612,0.0849424742277914,0.0565885955879891,0.417413653675844,0.228034153876764,1.41071813451297,1.42329137786367
"46"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",1,"10",29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,23,"Touchdown",4,72,0,"Touchdown","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.167810455964686,0.11846414830052,0.029994182950697,0.525337007558275,0.158394205225822,2.83400951237664,-0.782415706751577
"47"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",2,"10",29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,24,"Touchdown",4,72,11,"Touchdown","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.18954201877737,0.13793074344682,0.0375771281154105,0.442513123375259,0.19243698628514,2.05159380562506,1.10533388406468
"48"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",1,"10",18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,25,"Touchdown",4,72,0,"Touchdown","1st",10,0," 9/2/2022CMUxWHTWTRAV",3,0.155723090389663,0.127227090452985,0.0251506065136559,0.549570909026974,0.142328303616723,3.15692768968974,-0.756294434547504
"49"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon",2,"10",18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,26,"Touchdown",4,72,0,"Touchdown","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.177419309279186,0.149422198442178,0.0317831104963393,0.466953118841485,0.174422262940811,2.40063325514224,-3.4225300838957
"50"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",1,"10",83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,24,"Opp_Touchdown",6,83,18,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",5,0.223104636006366,0.0768691661831604,0.0655899668525195,0.387793774819087,0.246642456138867,1.02189682875346,0.633251105233573
"51"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",1,"10",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,25,"Opp_Touchdown",6,83,1,"Punt","1st",10,0," 9/2/2022CMUxWHTWTRAV",1,0.206176130237063,0.0902242763090598,0.0513487963592081,0.436019790985726,0.216231006108943,1.65514793398704,-0.699595135097029
"52"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",2,"9",64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,26,"Opp_Touchdown",6,83,0,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",2,0.218966512709206,0.102081597754112,0.0603865160845245,0.368601797717596,0.249963575734561,0.955552798890007,-0.879295162102837
"53"," 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth",3,"9",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,27,"Opp_Touchdown",6,83,5,"Punt","1st",9,0," 9/2/2022CMUxWHTWTRAV",4,0.238160874093292,0.101212937749861,0.0714007963205821,0.293671353953799,0.295554037882466,0.0762576367871696,-0.511980925220582
