"Date","Time","Location","Home.Team","Home.Team.Abbreviation","Away.Team","Away.Team.Abbreviation","Quarter","Team.Possession","Down","Distance.to.First.Down","Distance.to.Touchdown","Play.Type","Yards","Outcome","Points.Scored.","Completed.Pass.","Incomplete.Pass.","Run.","Touchdown.","Field.Goal.","Penalty.","Punt.","Sack.","Interception.","Safety.","Fumble.","Extra.Point.","Drive.Number","Team.Play.Number"
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","1","Goal","3","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,43
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","2","Goal","1","rush","-1","Fumble",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,44
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","3","Goal","1","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,45
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","4","Goal","1","rush","1","Touchdown",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,46
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","4","Goal","1","kick","Extra Point Attempt","Made Extra Point Attempt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,47
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","1","10","65","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,47
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon","1","10","65","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,39
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon","2","8","63","rush","5 yards to the CMU42, out-of-bounds (Hogger, Jacob), PENALTY CMU holding declined, PENALTY CMU holding (Lewis, Dalton) 10","penalty, penalty",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,40
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon","2","18","73","pass","2","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,41
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon","3","16","71","rush","10","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,42
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Carnegie Mellon","4","6","61","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8,43
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","1","10","58","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,43
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","1","10","48","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,48
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","2","10","48","pass","6","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,49
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","3","4","42","pass","14","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","1","10","28","pass","2","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,51
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","2","8","26","pass","3","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,52
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","2nd","Whitworth","3","5","23","field goal","Field Goal","Field Goal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,53
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","71","rush","3","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,44
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","2","7","68","pass","44","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,45
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","24","rush","6","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,46
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","2","4","18","rush","6","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,47
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","12","rush","12","Touchdown",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,48
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","12","kick","Extra Point Attempt","Made Extra Point Attempt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,49
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","64","rush","0","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,54
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","10","64","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,55
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","3","10","64","pass","10","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,56
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","54","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,57
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","10","54","rush","1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,58
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","3","9","53","pass","19","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,59
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","34","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","10","34","NA","Error","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,61
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","10","34","rush","-4","Fumble",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,62
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","3","14","38","pass","4","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,63
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","4","10","34","sacked","-9","Sack",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,64
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","57","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,50
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","2","10","57","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,51
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","3","10","57","rush","4","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,52
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","4","6","53","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10,53
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","82","rush","-1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","11","83","pass","Intercepted","Interception",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,66
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","47","rush","-8","Fumble",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,54
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","2","27","64","rush","3","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,55
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","3","24","61","rush","12","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,56
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","4","12","49","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,11,57
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","79","pass","1","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,67
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","9","78","pass","13","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,68
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","65","pass","5","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,69
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","5","60","pass","2","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,70
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","3","3","58","pass","5","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,71
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","53","rush","3 yards to the 50","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,72
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","2","7","50","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,73
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","3","5","48","pass","14","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,74
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","34","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,74
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","15","39","pass","16","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,75
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","10","23","pass","21","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,76
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","Goal","2","pass","2","Touchdown",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,77
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Whitworth","1","Goal","2","kick","Extra Point Attempt","Made Extra Point Attempt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,78
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","3rd","Carnegie Mellon","1","10","84","pass","5","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,58
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","5","79","rush","1","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,59
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","3","4","78","pass","30","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,60
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","1","10","48","rush","0","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,61
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","10","48","rush","6","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,62
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","3","4","42","PENALTY","Penalty","Penalty",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,62
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","1","10","37","rush","3","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,63
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","7","34","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,64
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","3","5","32","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,65
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","4","5","32","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,66
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","68","pass","19","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,79
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","49","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,80
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","2","8","47","pass","3","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,81
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","3","5","44","rush","-2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,82
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","4","7","46","punt","Punt","Punt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,13,83
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","1","10","77","pass","17","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,67
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","1","10","60","rush","2","",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,68
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","8","58","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,69
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","3","8","58","pass","47","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,70
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","1","10","11","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,71
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","10","11","rush","11","Touchdown",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,72
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Carnegie Mellon","2","10","11","kick","Extra Point Attempt","Made Extra Point Attempt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,73
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","89","pass","53 yards to the CMU36 (Pitsenberger, N), PENALTY WHTWTRAV holding (Sellem, AJ) 5","Penalty",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,84
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","15","94","pass","5","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,85
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","2","10","89","pass","20","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,86
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","69","pass","33","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,87
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","36","pass","Intercepted","intercepted, touchdown",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,88
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","75","pass","13","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,89
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","1","10","62","pass","2","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,90
" 9/2/2022","7:00 pm","Pittsburgh, Pa.","Carnegie Mellon","CMU","Whitworth","WHTWTRAV","4th","Whitworth","2","8","60","pass","0","Incomplete Pass",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,91
